Time, s;Shift, nm
0.0;1560.198521781398
0.0014990999916335568;1560.1993337500214
0.0034469999955035746;1560.1993337500214
0.0045759999920846894;1560.1993337500214
0.006048900002497248;1560.20014571949
0.007509399991249666;1560.20014571949
0.00899859999481123;1560.2009576898038
0.010497199997189455;1560.198521781398
0.011997900001006201;1560.1993337500214
0.013497899999492802;1560.1993337500214
0.014998600003309548;1560.20014571949
0.01650070000323467;1560.1993337500214
0.0179984999995213;1560.198521781398
0.019586399997933768;1560.198521781398
0.02102770000055898;1560.1993337500214
0.02255650000006426;1560.1993337500214
0.024174299993319437;1560.2009576898038
0.025510499996016733;1560.1993337500214
0.027126100001623854;1560.20014571949
0.02851219999138266;1560.20014571949
0.030003599997144192;1560.20014571949
0.03150199999799952;1560.20014571949
0.032998399998177774;1560.1993337500214
0.03449710000131745;1560.20014571949
0.03617959999246523;1560.2017696609626
0.03750150000269059;1560.2009576898038
0.03902110000490211;1560.198521781398
0.04049980000127107;1560.1993337500214
0.042010799996205606;1560.198521781398
0.04349989999900572;1560.1993337500214
0.04499809999833815;1560.20014571949
0.04650329999276437;1560.20014571949
0.0479981999960728;1560.2009576898038
0.04949930000293534;1560.1993337500214
0.051002199994400144;1560.20014571949
0.05278410000028089;1560.2009576898038
0.05406510000466369;1560.20014571949
0.055566800001543015;1560.20014571949
0.05709909999859519;1560.1993337500214
0.05857340000511613;1560.20014571949
0.06002200000511948;1560.20014571949
0.061510300001828;1560.2009576898038
0.06302220000361558;1560.1993337500214
0.06449699999939185;1560.198521781398
0.06599109999660868;1560.2009576898038
0.06749439999111928;1560.20014571949
0.06901949999155477;1560.20014571949
0.07055619999300689;1560.2009576898038
0.0720071999967331;1560.1993337500214
0.0735735000052955;1560.2017696609626
0.07505460000538733;1560.2025816329663
0.07685620000120252;1560.20014571949
0.07846910000080243;1560.20014571949
0.07969080000475515;1560.20014571949
0.0810155999934068;1560.20014571949
0.08250059999409132;1560.2017696609626
0.08399719999579247;1560.20014571949
0.08553110000502784;1560.20014571949
0.08711809999658726;1560.1993337500214
0.08854499999142718;1560.1993337500214
0.09002780000446364;1560.20014571949
0.09157010000490118;1560.20014571949
0.09302220000245143;1560.2009576898038
0.09461149999697227;1560.1993337500214
0.096010599998408;1560.1993337500214
0.09750119999807794;1560.198521781398
0.09900020000350196;1560.20014571949
0.10050479999335948;1560.20014571949
0.10206459999608342;1560.20014571949
0.1035083000024315;1560.20014571949
0.10500389999651816;1560.1993337500214
0.10651689999212977;1560.2009576898038
0.108094399998663;1560.20014571949
0.10952399999951012;1560.1993337500214
0.11099810000450816;1560.20014571949
0.11250709999876563;1560.20014571949
0.11399749999691267;1560.2009576898038
0.11549599999852944;1560.20014571949
0.11699629999930039;1560.1993337500214
0.1185094999964349;1560.20014571949
0.12000959999568295;1560.1993337500214
0.12151599999924656;1560.20014571949
0.12302539999654982;1560.1993337500214
0.1244998000038322;1560.2009576898038
0.12601249999715947;1560.1993337500214
0.12750839999353047;1560.198521781398
0.12899820000166073;1560.1993337500214
0.13049179999507032;1560.198521781398
0.1319971000048099;1560.20014571949
0.1334980999963591;1560.20014571949
0.13500300000305288;1560.1993337500214
0.13663249999808613;1560.20014571949
0.1383118999947328;1560.1993337500214
0.14005099999485537;1560.1993337500214
0.14127340000413824;1560.1993337500214
0.1426558999955887;1560.1993337500214
0.1440868999925442;1560.20014571949
0.14549759999499656;1560.20014571949
0.14698979999229778;1560.20014571949
0.14849279999907594;1560.1993337500214
0.14999730000272393;1560.20014571949
0.1514982999942731;1560.20014571949
0.15309599999454804;1560.1993337500214
0.15459540000301786;1560.1993337500214
0.15612879999389406;1560.20014571949
0.15750210000260267;1560.2017696609626
0.15900139999575913;1560.2009576898038
0.1605009000049904;1560.20014571949
0.16199730000516865;1560.2009576898038
0.16352020000340417;1560.20014571949
0.16498980000324082;1560.20014571949
0.16649439999309834;1560.20014571949
0.16799240000545979;1560.20014571949
0.16972199999145232;1560.20014571949
0.17103539999516215;1560.20014571949
0.1725107999955071;1560.20014571949
0.17400060000363737;1560.20014571949
0.175504999991972;1560.20014571949
0.17699419999553356;1560.20014571949
0.17849649999698158;1560.2009576898038
0.17999619999318384;1560.1993337500214
0.1814925999933621;1560.2009576898038
0.18299780000234023;1560.20014571949
0.18449679999321233;1560.1993337500214
0.1862898999970639;1560.20014571949
0.18751429999247193;1560.20014571949
0.18901529999857303;1560.20014571949
0.19064210000215098;1560.2009576898038
0.19205899999360554;1560.20014571949
0.1934973000024911;1560.2017696609626
