Coordinate;B
250;-0.0016031747911711136
252;0.0
254;0.0
256;-0.0008015869811970333
258;0.0
260;0.0008015878099740803
262;0.0008015869811970333
264;-0.0008015878099740803
266;-0.0008015861521926126
268;0.0016031764487252076
270;0.0
272;0.0008015869811970333
274;0.0
276;-0.0008015869811970333
278;-0.0008015869811970333
